scenario,name,seed,functional_status,quality_status,reason,expected,coverage,data_mode,dataset_id,events,excluded_advisory_evidence,f1,false_alerts,gated_options,graph_f1,graph_status,labelled_records,mapped_records,median_detection_seconds,missed_events,missed_positive_records,missing_geometry,passing_options,precision,recall,seconds,sources,stale_records,supporting_pairs,test_records,vetoed_options,f1_delta,graph_f1_delta,recall_delta,coverage_delta,same_frozen_model,changed_records,labels_changed,findings,event_root,run_id
F-5,Delay 5% of packets,31,PASS,MEASURED,,"Delay exactly a seeded 5% sample by 30 seconds; this is delay, not loss.",1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1407093760008138,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],22d587a45ae1c25ac7546638c67caaf161aea92fd9b31b5249a74b0954eabefa,
F-6,Linear calibration drift,31,PASS,DEGRADATION_OBSERVED,,Apply a drift to one source; report detection degradation honestly.,1.0,SYNTHETIC_TEST,demo-31,2,63,0.9910714285714286,2,0,1.0,MEASURED,320,320,0.0,0,0,0,3,0.9823008849557522,1.0,0.12730450800154358,4,0,159,320,0,-0.008928571428571397,0.0,0.0,0.0,True,80,0,"[""Temporal classifier F1 decreased relative to the unchanged capture.""]",ddc00653f542a00e5d8fc66f837385144ca96dab2b99648501fdd883a74801b7,
F-7,Central raw versus edge summaries,31,PASS,MEASURED,,"Compare serialized payload sizes; this measures software payloads, not RF performance.",1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12938219799980288,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-1,Six-hour partition,31,PASS,MEASURED,,"Simulate contact loss, preserve recorded queued events, then reconcile.",1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12677850100044452,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-2,Duplicate replay,31,PASS,MEASURED,,Authenticated store-and-forward accepts each event identity once.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1387283580006624,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-3,Forged authenticator,31,PASS,MEASURED,,Reject a modified record with the original HMAC authenticator.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14758818799964502,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-4,Identity equivocation,31,PASS,MEASURED,,Quarantine conflicting payloads at one identity and sequence.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13161439899886318,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-5,Stale model version,31,PASS,MEASURED,,Quarantine a model version outside the configured allowlist.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1464130579988705,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-6,Poisoned update candidate,31,PASS,MEASURED,,Exercise bounded update validation only; this is not federated training.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15704159300003084,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-7,Gateway interruption,31,PASS,MEASURED,,Queue recorded evidence and resume deterministic reconciliation.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2991265890013892,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-8,90% bandwidth reduction,31,PASS,MEASURED,,Use a simulated byte budget and report additional queue clearance time.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.4022387390014046,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-9,Clock spoofing,31,PASS,MEASURED,,Quarantine a record outside the allowed timestamp window.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.3906977400001779,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
D-10,Conflicting sensors,31,PASS,MEASURED,,Preserve counterevidence and show lower independent corroboration.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2629517620007391,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],0330f3f1b02ea52effbbe8dd08cd282713f0e8fa2fa31169351e20f9315adfd3,
M-1,Rate escalation,31,PASS,DEGRADATION_OBSERVED,,Increase injected event prevalence while preserving source mix.,1.0,SYNTHETIC_TEST,demo-31,3,62,0.9256198347107438,0,0,0.8958333333333334,MEASURED,320,320,0.0,0,18,0,3,1.0,0.8615384615384616,0.21190215400019952,4,0,159,320,0,-0.07438016528925617,-0.10416666666666663,-0.1384615384615384,0.0,True,30,30,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",affc6c463dfc58fc4adfead5ead092458655f3d34e6a655f328d606fd2cd67ea,
M-2,Source-role shift,31,PASS,MEASURED,,Move event-bearing sources without changing the sample count.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.4078718079999817,4,0,159,320,0,0.0,0.0,0.0,0.0,True,26,4,[],071740dd84805babb6fbb6bfb1504b142169ab5355c0f217cdc2fdfbbe7168b4,
M-3,Spatial displacement,31,PASS,DEGRADATION_OBSERVED,,Move the synthetic event footprint; retain coordinate provenance.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,0.8222222222222222,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.5209336309999344,4,0,111,320,0,0.0,-0.1777777777777778,0.0,0.0,True,26,0,"[""Link-classification F1 decreased.""]",6048fe0357744601c3e01ecb15ee3d29f49ad90c2f7a14179e581c7942a4b355,
M-4,Periodicity disruption,31,PASS,DEGRADATION_OBSERVED,,Break a background periodic component and inspect response.,1.0,SYNTHETIC_TEST,demo-31,2,62,0.9823008849557522,4,0,0.9784615384615385,MEASURED,320,320,0.0,0,0,0,3,0.9652173913043478,1.0,0.6299607199998718,4,0,166,320,0,-0.017699115044247815,-0.021538461538461506,0.0,0.0,True,320,0,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Link-classification F1 decreased.""]",f52ab70338d4871097603dccde3b5d3cb10029258d4bf76cbbe89b97a32df503,
M-5,Coordinated multi-source motif,31,PASS,DEGRADATION_OBSERVED,,Correlate a controlled signal change across independent sources.,1.0,SYNTHETIC_TEST,demo-31,3,84,0.9403508771929824,0,0,0.8740359897172236,MEASURED,320,320,0.0,0,17,0,3,1.0,0.8874172185430463,0.16204165800081682,4,0,170,320,0,-0.05964912280701762,-0.12596401028277637,-0.11258278145695366,0.0,True,40,40,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",1f21e9c1a899d020873fbe9f743dae5bef4f879a335e0772b87e84b948efafc2,
M-6,Source-volume false-positive trap,31,PASS,MEASURED,,Replay copies without introducing a new underlying event.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.19806280199918547,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
